,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,album,artist,track.popularity,track.album.release_date,playlist_name
0,0.791,0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989,audio_features,1xznGGDReH1oQq0xzbwXa3,spotify:track:1xznGGDReH1oQq0xzbwXa3,https://api.spotify.com/v1/tracks/1xznGGDReH1oQq0xzbwXa3,https://api.spotify.com/v1/audio-analysis/1xznGGDReH1oQq0xzbwXa3,173986,4,One Dance,Views,"Drake , WizKid , Kyla",18,2016-05-06,Top Tracks of 2016
1,0.494,0.559,0,-5.445,1,0.0565,0.436,0.0,0.164,0.264,119.247,audio_features,12REd1n8PeiHHWOh066tpr,spotify:track:12REd1n8PeiHHWOh066tpr,https://api.spotify.com/v1/tracks/12REd1n8PeiHHWOh066tpr,https://api.spotify.com/v1/audio-analysis/12REd1n8PeiHHWOh066tpr,233337,4,Never Be Like You,Skin,"Flume , Kai",51,2016-05-27,Top Tracks of 2016
2,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,audio_features,1i1fxkWeaMmKEB4T7zqbzK,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/audio-analysis/1i1fxkWeaMmKEB4T7zqbzK,208373,4,Don't Let Me Down,Don't Let Me Down,"The Chainsmokers , Daya",79,2016-02-05,Top Tracks of 2016
3,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,audio_features,0azC730Exh71aQlOt9Zj3y,spotify:track:0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/audio-analysis/0azC730Exh71aQlOt9Zj3y,222160,4,This Is What You Came For,This Is What You Came For,"Calvin Harris , Rihanna",78,2016-04-29,Top Tracks of 2016
4,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,audio_features,4tCtwWceOPWzenK2HAIJSb,spotify:track:4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/tracks/4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/audio-analysis/4tCtwWceOPWzenK2HAIJSb,214480,4,Work from Home (feat. Ty Dolla $ign),7/27 (Deluxe),"Fifth Harmony , Ty Dolla $ign",76,2016-05-27,Top Tracks of 2016
5,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960,4,Closer,Closer,"The Chainsmokers , Halsey",84,2016-07-29,Top Tracks of 2016
6,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,audio_features,6DNtNfH8hXkqOX1sjqmI7p,spotify:track:6DNtNfH8hXkqOX1sjqmI7p,https://api.spotify.com/v1/tracks/6DNtNfH8hXkqOX1sjqmI7p,https://api.spotify.com/v1/audio-analysis/6DNtNfH8hXkqOX1sjqmI7p,185351,4,Cold Water (feat. Justin Bieber & MØ),Cold Water (feat. Justin Bieber & MØ),"Major Lazer , Justin Bieber , MØ",18,2016-07-22,Top Tracks of 2016
7,0.576,0.766,10,-4.943,0,0.449,0.028,1.68e-06,0.366,0.236,144.833,audio_features,5OOkp4U9P9oL23maHFHL1h,spotify:track:5OOkp4U9P9oL23maHFHL1h,https://api.spotify.com/v1/tracks/5OOkp4U9P9oL23maHFHL1h,https://api.spotify.com/v1/audio-analysis/5OOkp4U9P9oL23maHFHL1h,246761,4,Panda,New English,Desiigner,4,2016-06-26,Top Tracks of 2016
8,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,audio_features,27SdWb2rFzO6GWiYDBTD9j,spotify:track:27SdWb2rFzO6GWiYDBTD9j,https://api.spotify.com/v1/tracks/27SdWb2rFzO6GWiYDBTD9j,https://api.spotify.com/v1/audio-analysis/27SdWb2rFzO6GWiYDBTD9j,211666,4,Cheap Thrills,This Is Acting,Sia,76,2016-01-29,Top Tracks of 2016
9,0.598,0.532,3,-6.833,0,0.0295,0.0668,3.22e-06,0.0617,0.261,74.963,audio_features,4sQMalN597HdggTu196aL0,spotify:track:4sQMalN597HdggTu196aL0,https://api.spotify.com/v1/tracks/4sQMalN597HdggTu196aL0,https://api.spotify.com/v1/audio-analysis/4sQMalN597HdggTu196aL0,262521,4,Say It (feat. Tove Lo),Skin,"Flume , Tove Lo",5,2016-05-27,Top Tracks of 2016
10,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,audio_features,14WWzenpaEgQZlqPq2nk4v,spotify:track:14WWzenpaEgQZlqPq2nk4v,https://api.spotify.com/v1/tracks/14WWzenpaEgQZlqPq2nk4v,https://api.spotify.com/v1/audio-analysis/14WWzenpaEgQZlqPq2nk4v,219320,4,Work,ANTI (Deluxe),"Rihanna , Drake",15,2016-01-28,Top Tracks of 2016
11,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,audio_features,0PDUDa38GO8lMxLCRc4lL1,spotify:track:0PDUDa38GO8lMxLCRc4lL1,https://api.spotify.com/v1/tracks/0PDUDa38GO8lMxLCRc4lL1,https://api.spotify.com/v1/audio-analysis/0PDUDa38GO8lMxLCRc4lL1,202746,4,PILLOWTALK,Mind Of Mine (Deluxe Edition),ZAYN,77,2016-03-25,Top Tracks of 2016
12,0.804,0.648,7,-7.805,1,0.117,0.0573,3.49e-05,0.102,0.392,117.983,audio_features,11KJSRSgaDxqydKYiD2Jew,spotify:track:11KJSRSgaDxqydKYiD2Jew,https://api.spotify.com/v1/tracks/11KJSRSgaDxqydKYiD2Jew,https://api.spotify.com/v1/audio-analysis/11KJSRSgaDxqydKYiD2Jew,263373,4,Too Good,Views,"Drake , Rihanna",11,2016-05-06,Top Tracks of 2016
13,0.667,0.83,0,-5.715,1,0.0749,0.0123,0.0,0.191,0.701,113.03,audio_features,6JV2JOEocMgcZxYSZelKcc,spotify:track:6JV2JOEocMgcZxYSZelKcc,https://api.spotify.com/v1/tracks/6JV2JOEocMgcZxYSZelKcc,https://api.spotify.com/v1/audio-analysis/6JV2JOEocMgcZxYSZelKcc,236001,4,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,77,2016-05-06,Top Tracks of 2016
14,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,audio_features,1Tt4sE4pXi57mTD1GCzsqm,spotify:track:1Tt4sE4pXi57mTD1GCzsqm,https://api.spotify.com/v1/tracks/1Tt4sE4pXi57mTD1GCzsqm,https://api.spotify.com/v1/audio-analysis/1Tt4sE4pXi57mTD1GCzsqm,191600,4,Needed Me,ANTI,Rihanna,22,2016-01-28,Top Tracks of 2016
15,0.492,0.275,6,-13.4,0,0.3,0.687,0.0,0.101,0.18,92.6,audio_features,7vRriwrloYVaoAe3a9wJHe,spotify:track:7vRriwrloYVaoAe3a9wJHe,https://api.spotify.com/v1/tracks/7vRriwrloYVaoAe3a9wJHe,https://api.spotify.com/v1/audio-analysis/7vRriwrloYVaoAe3a9wJHe,251033,4,"i hate u, i love u (feat. olivia o'brien)",us,"gnash , Olivia O'Brien",80,2016-03-25,Top Tracks of 2016
16,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,audio_features,6i0V12jOa3mr6uu4WYhUBr,spotify:track:6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr,195920,4,Heathens,Heathens,Twenty One Pilots,80,2016-06-16,Top Tracks of 2016
17,0.476,0.718,8,-5.309,1,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,audio_features,4pdPtRcBmOSQDlJ3Fk945m,spotify:track:4pdPtRcBmOSQDlJ3Fk945m,https://api.spotify.com/v1/tracks/4pdPtRcBmOSQDlJ3Fk945m,https://api.spotify.com/v1/audio-analysis/4pdPtRcBmOSQDlJ3Fk945m,205946,4,Let Me Love You,Encore,"DJ Snake , Justin Bieber",19,2016-08-05,Top Tracks of 2016
18,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,audio_features,06KyNuuMOX1ROXRhj787tj,spotify:track:06KyNuuMOX1ROXRhj787tj,https://api.spotify.com/v1/tracks/06KyNuuMOX1ROXRhj787tj,https://api.spotify.com/v1/audio-analysis/06KyNuuMOX1ROXRhj787tj,217706,4,We Don't Talk Anymore,Nine Track Mind,"Charlie Puth , Selena Gomez",78,2016-01-29,Top Tracks of 2016
19,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,audio_features,5kqIPrATaCc2LqxVWzQGbk,spotify:track:5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/audio-analysis/5kqIPrATaCc2LqxVWzQGbk,237300,4,7 Years,Lukas Graham,Lukas Graham,78,2016-04-01,Top Tracks of 2016
20,0.683,0.797,10,-4.085,0,0.246,0.107,0.0,0.114,0.758,82.916,audio_features,76t5B0ttSAje5KHmQbv88t,spotify:track:76t5B0ttSAje5KHmQbv88t,https://api.spotify.com/v1/tracks/76t5B0ttSAje5KHmQbv88t,https://api.spotify.com/v1/audio-analysis/76t5B0ttSAje5KHmQbv88t,187973,4,Treat You Better,Illuminate (Deluxe),Shawn Mendes,14,2016-09-23,Top Tracks of 2016
21,0.51,0.692,0,-5.825,1,0.171,0.00451,0.0,0.138,0.209,102.42,audio_features,5ZEM9j0jrFr5RdHEbl2MYV,spotify:track:5ZEM9j0jrFr5RdHEbl2MYV,https://api.spotify.com/v1/tracks/5ZEM9j0jrFr5RdHEbl2MYV,https://api.spotify.com/v1/audio-analysis/5ZEM9j0jrFr5RdHEbl2MYV,228361,4,Sex,Sex,"Cheat Codes , Kris Kross Amsterdam",55,2016-03-07,Top Tracks of 2016
22,0.636,0.727,9,-5.852,1,0.106,0.0161,1.12e-06,0.151,0.358,107.988,audio_features,7yHEDfrJNd0zWOfXwydNH0,spotify:track:7yHEDfrJNd0zWOfXwydNH0,https://api.spotify.com/v1/tracks/7yHEDfrJNd0zWOfXwydNH0,https://api.spotify.com/v1/audio-analysis/7yHEDfrJNd0zWOfXwydNH0,244453,4,Into You,Dangerous Woman,Ariana Grande,16,2016-05-20,Top Tracks of 2016
23,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,audio_features,0gb1J5UrTpzaU1s3nupgCd,spotify:track:0gb1J5UrTpzaU1s3nupgCd,https://api.spotify.com/v1/tracks/0gb1J5UrTpzaU1s3nupgCd,https://api.spotify.com/v1/audio-analysis/0gb1J5UrTpzaU1s3nupgCd,189126,4,No Money,No Money,Galantis,70,2016-04-01,Top Tracks of 2016
24,0.653,0.623,6,-5.273,0,0.082,0.253,0.0,0.144,0.401,123.999,audio_features,2wJhFcye5iiW2mVBpGednz,spotify:track:2wJhFcye5iiW2mVBpGednz,https://api.spotify.com/v1/tracks/2wJhFcye5iiW2mVBpGednz,https://api.spotify.com/v1/audio-analysis/2wJhFcye5iiW2mVBpGednz,234213,4,Close,Last Year Was Complicated,"Nick Jonas , Tove Lo",57,2016-06-10,Top Tracks of 2016
25,0.742,0.819,1,-5.307,1,0.0487,0.372,0.0,0.277,0.709,117.986,audio_features,1CUVN2kn7mW5FjkqXTR2W1,spotify:track:1CUVN2kn7mW5FjkqXTR2W1,https://api.spotify.com/v1/tracks/1CUVN2kn7mW5FjkqXTR2W1,https://api.spotify.com/v1/audio-analysis/1CUVN2kn7mW5FjkqXTR2W1,196613,4,Perfect Strangers,Perfect Strangers,"Jonas Blue , JP Cooper",20,2016-06-03,Top Tracks of 2016
26,0.75,0.634,10,-9.498,0,0.0893,0.0557,5.22e-05,0.105,0.565,100.035,audio_features,7dk8N7ZpSU5tUwbmZPnAiG,spotify:track:7dk8N7ZpSU5tUwbmZPnAiG,https://api.spotify.com/v1/tracks/7dk8N7ZpSU5tUwbmZPnAiG,https://api.spotify.com/v1/audio-analysis/7dk8N7ZpSU5tUwbmZPnAiG,253111,4,Don't Worry Bout' It,Don't Worry Bout' It,Kings,50,2016-05-06,Top Tracks of 2016
27,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,audio_features,4dASQiO1Eoo3RJvt74FtXB,spotify:track:4dASQiO1Eoo3RJvt74FtXB,https://api.spotify.com/v1/tracks/4dASQiO1Eoo3RJvt74FtXB,https://api.spotify.com/v1/audio-analysis/4dASQiO1Eoo3RJvt74FtXB,243490,4,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Sucker For Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),"Lil Wayne , Wiz Khalifa , Imagine Dragons , X Ambassadors , Logic , Ty Dolla $ign",76,2016-06-24,Top Tracks of 2016
28,0.677,0.604,7,-5.32,1,0.0385,0.0612,0.0,0.353,0.297,134.052,audio_features,2h1IPjP471JJRSShTHRUhi,spotify:track:2h1IPjP471JJRSShTHRUhi,https://api.spotify.com/v1/tracks/2h1IPjP471JJRSShTHRUhi,https://api.spotify.com/v1/audio-analysis/2h1IPjP471JJRSShTHRUhi,235946,3,Dangerous Woman,Dangerous Woman,Ariana Grande,12,2016-05-20,Top Tracks of 2016
29,0.695,0.615,4,-4.194,1,0.104,0.379,0.0,0.104,0.532,99.817,audio_features,6DG2g1UhROp5pnM8fx7zH2,spotify:track:6DG2g1UhROp5pnM8fx7zH2,https://api.spotify.com/v1/tracks/6DG2g1UhROp5pnM8fx7zH2,https://api.spotify.com/v1/audio-analysis/6DG2g1UhROp5pnM8fx7zH2,181880,4,Starving,HAIZ,"Hailee Steinfeld , Grey , Zedd",13,2016-07-15,Top Tracks of 2016
30,0.689,0.791,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04,audio_features,7nD9nN3jord9wWcfW3Gkcm,spotify:track:7nD9nN3jord9wWcfW3Gkcm,https://api.spotify.com/v1/tracks/7nD9nN3jord9wWcfW3Gkcm,https://api.spotify.com/v1/audio-analysis/7nD9nN3jord9wWcfW3Gkcm,210573,4,All In My Head (Flex) (feat. Fetty Wap),7/27 (Deluxe),"Fifth Harmony , Fetty Wap",64,2016-05-27,Top Tracks of 2016
31,0.741,0.626,1,-4.826,0,0.0886,0.02,0.0,0.0828,0.706,108.029,audio_features,2ZyuwVvV6Z3XJaXIFbspeE,spotify:track:2ZyuwVvV6Z3XJaXIFbspeE,https://api.spotify.com/v1/tracks/2ZyuwVvV6Z3XJaXIFbspeE,https://api.spotify.com/v1/audio-analysis/2ZyuwVvV6Z3XJaXIFbspeE,188493,4,Wild Things,Know-It-All (Deluxe),Alessia Cara,63,2015-11-13,Top Tracks of 2016
32,0.611,0.468,10,-11.084,0,0.179,0.0781,0.0,0.101,0.349,92.092,audio_features,4CpKEkdGbOJV51cSvx7SoG,spotify:track:4CpKEkdGbOJV51cSvx7SoG,https://api.spotify.com/v1/tracks/4CpKEkdGbOJV51cSvx7SoG,https://api.spotify.com/v1/audio-analysis/4CpKEkdGbOJV51cSvx7SoG,245226,4,Controlla,Views,Drake,60,2016-05-13,Top Tracks of 2016
33,0.79,0.705,0,-4.684,0,0.0383,0.0807,4.81e-05,0.251,0.501,121.969,audio_features,4AOpEhqA7zHxQjkHmRrAp7,spotify:track:4AOpEhqA7zHxQjkHmRrAp7,https://api.spotify.com/v1/tracks/4AOpEhqA7zHxQjkHmRrAp7,https://api.spotify.com/v1/audio-analysis/4AOpEhqA7zHxQjkHmRrAp7,195561,4,This Girl - Kungs Vs. Cookin' On 3 Burners,This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs , Cookin' On 3 Burners",18,2016-02-19,Top Tracks of 2016
34,0.687,0.645,1,-8.38,1,0.19,0.0362,0.0,0.201,0.619,84.925,audio_features,0qRZ9ydGdzeVk3S01pLGoJ,spotify:track:0qRZ9ydGdzeVk3S01pLGoJ,https://api.spotify.com/v1/tracks/0qRZ9ydGdzeVk3S01pLGoJ,https://api.spotify.com/v1/audio-analysis/0qRZ9ydGdzeVk3S01pLGoJ,218480,4,You & Me,You & Me,"Marc E. Bassy , G-Eazy",2,2016-05-06,Top Tracks of 2016
35,0.648,0.738,6,-5.883,0,0.247,0.0408,0.0,0.292,0.603,159.145,audio_features,4pLwZjInHj3SimIyN9SnOz,spotify:track:4pLwZjInHj3SimIyN9SnOz,https://api.spotify.com/v1/tracks/4pLwZjInHj3SimIyN9SnOz,https://api.spotify.com/v1/audio-analysis/4pLwZjInHj3SimIyN9SnOz,226160,4,Side To Side,Dangerous Woman,"Ariana Grande , Nicki Minaj",16,2016-05-20,Top Tracks of 2016
36,0.464,0.771,8,-4.503,1,0.336,0.0235,0.0,0.063,0.69,158.777,audio_features,27PmvZoffODNFW2p7ehZTQ,spotify:track:27PmvZoffODNFW2p7ehZTQ,https://api.spotify.com/v1/tracks/27PmvZoffODNFW2p7ehZTQ,https://api.spotify.com/v1/audio-analysis/27PmvZoffODNFW2p7ehZTQ,198236,4,Don't Mind,Don't Mind,Kent Jones,65,2016-04-25,Top Tracks of 2016
37,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,audio_features,23L5CiUhw2jV1OIMwthR3S,spotify:track:23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/tracks/23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/audio-analysis/23L5CiUhw2jV1OIMwthR3S,195706,4,In the Name of Love,In the Name of Love,"Martin Garrix , Bebe Rexha",79,2016-07-29,Top Tracks of 2016
38,0.695,0.672,1,-6.109,0,0.0345,0.014,8.44e-05,0.0756,0.245,104.988,audio_features,4qqArAiTPueDxIp7cf87h7,spotify:track:4qqArAiTPueDxIp7cf87h7,https://api.spotify.com/v1/tracks/4qqArAiTPueDxIp7cf87h7,https://api.spotify.com/v1/audio-analysis/4qqArAiTPueDxIp7cf87h7,235826,4,Final Song,Final Song,MØ,69,2016-05-13,Top Tracks of 2016
39,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81e-06,0.104,0.188,90.037,audio_features,2CPqh63wRVscbceKcPxwvv,spotify:track:2CPqh63wRVscbceKcPxwvv,https://api.spotify.com/v1/tracks/2CPqh63wRVscbceKcPxwvv,https://api.spotify.com/v1/audio-analysis/2CPqh63wRVscbceKcPxwvv,183414,4,The Ocean (feat. Shy Martin),The Ocean (feat. Shy Martin),"Mike Perry , SHY Martin",74,2016-04-15,Top Tracks of 2016
40,0.916,0.804,0,-3.406,1,0.049,0.37,1.18e-05,0.0812,0.538,120.028,audio_features,0rHVd8h0cFwgLgPFem6S60,spotify:track:0rHVd8h0cFwgLgPFem6S60,https://api.spotify.com/v1/tracks/0rHVd8h0cFwgLgPFem6S60,https://api.spotify.com/v1/audio-analysis/0rHVd8h0cFwgLgPFem6S60,196000,4,Girls Like (feat. Zara Larsson),Girls Like (feat. Zara Larsson),"Tinie Tempah , Zara Larsson",65,2016-02-26,Top Tracks of 2016
41,0.681,0.594,7,-4.986,0,0.0486,0.0777,0.0,0.0961,0.417,120.141,audio_features,60lwJa695S26FsYbhCVFVa,spotify:track:60lwJa695S26FsYbhCVFVa,https://api.spotify.com/v1/tracks/60lwJa695S26FsYbhCVFVa,https://api.spotify.com/v1/audio-analysis/60lwJa695S26FsYbhCVFVa,208728,4,Hurts So Good,Astrid S,Astrid S,8,2016-05-20,Top Tracks of 2016
42,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,audio_features,2aksifNn5ph8igDOkPBA02,spotify:track:2aksifNn5ph8igDOkPBA02,https://api.spotify.com/v1/tracks/2aksifNn5ph8igDOkPBA02,https://api.spotify.com/v1/audio-analysis/2aksifNn5ph8igDOkPBA02,224000,3,Love On The Brain,ANTI,Rihanna,22,2016-01-28,Top Tracks of 2016
43,0.465,0.735,6,-3.715,1,0.117,0.0711,0.0,0.0975,0.409,173.935,audio_features,19a3JfW8BQwqHWUMbcqSx8,spotify:track:19a3JfW8BQwqHWUMbcqSx8,https://api.spotify.com/v1/tracks/19a3JfW8BQwqHWUMbcqSx8,https://api.spotify.com/v1/audio-analysis/19a3JfW8BQwqHWUMbcqSx8,196040,4,Famous,The Life Of Pablo,Kanye West,71,2016-06-10,Top Tracks of 2016
44,0.69,0.524,6,-8.39,0,0.103,0.0415,3.16e-06,0.17,0.562,164.023,audio_features,4BHzQ9C00ceJxfG16AlNWb,spotify:track:4BHzQ9C00ceJxfG16AlNWb,https://api.spotify.com/v1/tracks/4BHzQ9C00ceJxfG16AlNWb,https://api.spotify.com/v1/audio-analysis/4BHzQ9C00ceJxfG16AlNWb,223080,4,Send My Love (To Your New Lover),25,Adele,70,2016-06-24,Top Tracks of 2016
45,0.632,0.701,7,-5.921,1,0.146,0.0114,0.0,0.108,0.497,162.958,audio_features,7K5dzhGda2vRTaAWYI3hrb,spotify:track:7K5dzhGda2vRTaAWYI3hrb,https://api.spotify.com/v1/tracks/7K5dzhGda2vRTaAWYI3hrb,https://api.spotify.com/v1/audio-analysis/7K5dzhGda2vRTaAWYI3hrb,215413,4,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,68,2016-04-15,Top Tracks of 2016
46,0.671,0.71,9,-6.997,0,0.109,0.335,4.76e-06,0.074,0.233,102.022,audio_features,5dKyZWlgjWw1oJgLa4GCZD,spotify:track:5dKyZWlgjWw1oJgLa4GCZD,https://api.spotify.com/v1/tracks/5dKyZWlgjWw1oJgLa4GCZD,https://api.spotify.com/v1/audio-analysis/5dKyZWlgjWw1oJgLa4GCZD,199179,4,Cool Girl,Lady Wood,Tove Lo,7,2016-10-28,Top Tracks of 2016
47,0.552,0.689,10,-6.444,0,0.0425,0.0915,0.0,0.27,0.349,99.961,audio_features,46jLy47W8rkf8rEX04gMKB,spotify:track:46jLy47W8rkf8rEX04gMKB,https://api.spotify.com/v1/tracks/46jLy47W8rkf8rEX04gMKB,https://api.spotify.com/v1/audio-analysis/46jLy47W8rkf8rEX04gMKB,169773,4,Wherever I Go,Oh My My (Deluxe),OneRepublic,63,2016-12-02,Top Tracks of 2016
48,0.471,0.802,1,-3.599,0,0.27,0.0125,1.45e-06,0.702,0.653,88.615,audio_features,3ge54HUrk1ht3EX5SMhIzZ,spotify:track:3ge54HUrk1ht3EX5SMhIzZ,https://api.spotify.com/v1/tracks/3ge54HUrk1ht3EX5SMhIzZ,https://api.spotify.com/v1/audio-analysis/3ge54HUrk1ht3EX5SMhIzZ,213506,4,NO,Thank You (Deluxe),Meghan Trainor,34,2016-05-13,Top Tracks of 2016
49,0.68,0.594,7,-7.021,1,0.28,0.159,2.35e-06,0.134,0.475,186.04,audio_features,7lQqaqZu0vjxzpdATOIsDt,spotify:track:7lQqaqZu0vjxzpdATOIsDt,https://api.spotify.com/v1/tracks/7lQqaqZu0vjxzpdATOIsDt,https://api.spotify.com/v1/audio-analysis/7lQqaqZu0vjxzpdATOIsDt,230466,4,Starboy,Starboy,"The Weeknd , Daft Punk",13,2016-09-22,Top Tracks of 2016
50,0.791,0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989,audio_features,1xznGGDReH1oQq0xzbwXa3,spotify:track:1xznGGDReH1oQq0xzbwXa3,https://api.spotify.com/v1/tracks/1xznGGDReH1oQq0xzbwXa3,https://api.spotify.com/v1/audio-analysis/1xznGGDReH1oQq0xzbwXa3,173986,4,One Dance,Views,"Drake , WizKid , Kyla",18,2016-05-06,Top Tracks of 2016
51,0.54,0.59,0,-4.359,1,0.0528,0.446,0.0,0.14,0.267,119.878,audio_features,3aOOdPuYGCRzrFEiTXABEd,spotify:track:3aOOdPuYGCRzrFEiTXABEd,https://api.spotify.com/v1/tracks/3aOOdPuYGCRzrFEiTXABEd,https://api.spotify.com/v1/audio-analysis/3aOOdPuYGCRzrFEiTXABEd,234909,4,Never Be Like You,Never Be Like You,"Flume , Kai",37,2016-01-16,Top Tracks of 2016
52,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,audio_features,1i1fxkWeaMmKEB4T7zqbzK,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/audio-analysis/1i1fxkWeaMmKEB4T7zqbzK,208373,4,Don't Let Me Down,Don't Let Me Down,"The Chainsmokers , Daya",79,2016-02-05,Top Tracks of 2016
53,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960,4,Closer,Closer,"The Chainsmokers , Halsey",84,2016-07-29,Top Tracks of 2016
54,0.673,0.79,7,-4.663,0,0.0893,0.037,9.95e-06,0.0875,0.705,102.013,audio_features,7vfWgVGiLgnGbInU5lvSQg,spotify:track:7vfWgVGiLgnGbInU5lvSQg,https://api.spotify.com/v1/tracks/7vfWgVGiLgnGbInU5lvSQg,https://api.spotify.com/v1/audio-analysis/7vfWgVGiLgnGbInU5lvSQg,199226,4,I Took A Pill In Ibiza - Seeb Remix,I Took A Pill In Ibiza (Seeb Remix),"Mike Posner , Seeb",15,2015-07-24,Top Tracks of 2016
55,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,audio_features,0azC730Exh71aQlOt9Zj3y,spotify:track:0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/audio-analysis/0azC730Exh71aQlOt9Zj3y,222160,4,This Is What You Came For,This Is What You Came For,"Calvin Harris , Rihanna",78,2016-04-29,Top Tracks of 2016
56,0.599,0.533,3,-6.828,0,0.0311,0.0693,3.26e-06,0.0616,0.262,75.373,audio_features,3tW6NhWt9RgFpZxJBWYA3U,spotify:track:3tW6NhWt9RgFpZxJBWYA3U,https://api.spotify.com/v1/tracks/3tW6NhWt9RgFpZxJBWYA3U,https://api.spotify.com/v1/audio-analysis/3tW6NhWt9RgFpZxJBWYA3U,262521,4,Say It,Say It,"Flume , Tove Lo",29,2016-04-21,Top Tracks of 2016
57,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,audio_features,3Si8y5xSh5wcn26l2yqV84,spotify:track:3Si8y5xSh5wcn26l2yqV84,https://api.spotify.com/v1/tracks/3Si8y5xSh5wcn26l2yqV84,https://api.spotify.com/v1/audio-analysis/3Si8y5xSh5wcn26l2yqV84,185351,4,Cold Water (feat. Justin Bieber & MØ),Cold Water (feat. Justin Bieber & MØ),"Major Lazer , Justin Bieber , MØ",52,2016-07-22,Top Tracks of 2016
